,mp-8062,mp-7140,mp-568619,mp-11713,mp-7631,mp-9947,mp-570641,mp-567505,mp-570690,mp-568656,mp-624397,mp-1002206,mp-11714
energy,7.51444,7.5103683,7.512746,7.512737,7.512998,7.5132084,7.5153728,7.513363,7.5145664,7.5127387,7.5149083,6.7578554,7.5123034
magmom,0.0071491897,0.011926502,0.033640698,0.033693247,0.040926516,0.048073955,0.04679408,0.05524233,0.051312953,0.06738369,0.063566744,0.007432081,0.026519217
band_gap,0.3048584461212158,0.8455410599708557,0.5055843591690063,0.512297511100769,0.4626600742340088,0.42735350131988525,0.46090197563171387,0.4025822877883911,0.6480646729469299,0.5122305154800415,0.5704580545425415,0.6392848491668701,0.5810370445251465
shear_modulus,184.28007170727741,178.19577696037828,182.32476445168675,182.2627176746928,182.62278287397322,182.90461946791277,184.7232044685333,183.10263628038996,184.18985381415794,182.26331802618077,184.41193803482648,172.79851529003287,181.64161512662727
fmax,2.93297951190913e-06,0.04098284204521726,0.0409598564015138,0.044359054467461176,0.03864960723007904,0.03890207783328185,0.0447721556148287,0.03813225891346281,0.049645230174872504,0.04533245694439089,0.04403173179415527,1.926465002148957e-07,0.048998997401110175
centroid_id,63,69,129,129,56,40,86,15,23,129,191,111,156
