,mp-1056579,mp-34,mp-27,mp-10649,mp-92,mp-149,mp-165,mp-571520,mp-1079649,mp-168,mp-1095269,mp-1014212,mp-109,mp-2351841,mp-1001113,mp-999200,mp-1072544,mp-1268191,mp-1120747,mp-676011,mp-1120447,mp-988210,mp-1403870,mp-644693,mp-1079297,mp-1094057,mp-971661
energy,4.904956,5.0751066,4.910769,4.9145164,5.0876665,5.371451,5.364696,5.1124997,4.987462,5.146944,5.2396307,4.895438,5.080681,5.009225,5.010471,5.2963147,5.1510925,5.040279,4.9645586,4.998916,4.9966927,3.5837488,4.1951647,4.9784203,5.281508,4.9163866,5.2443824
magmom,0.003252998,6.584823e-05,0.0037932843,0.0067839324,0.004648447,0.004901029,0.010808662,0.021885037,0.0087221265,0.024334744,0.008204758,0.0036388487,0.006804079,0.0018067956,0.005488038,0.0019151121,0.01817453,0.009837955,0.018057354,0.017563358,0.028326675,0.016559511,0.022989064,0.021461472,0.007928275,0.029216975,0.011892274
band_gap,0.4086552858352661,0.014801621437072754,0.5313128232955933,0.3635019063949585,0.001002669334411621,1.3919434547424316,1.3135231733322144,1.6354752779006958,0.07029175758361816,1.655163288116455,1.4238605499267578,-0.006018280982971191,0.3497356176376343,0.45597922801971436,1.284653663635254,1.7074098587036133,1.0034940242767334,1.1705377101898193,1.018193244934082,1.3267666101455688,1.1181172132492065,1.1105815172195435,1.2066445350646973,0.9291670322418213,1.1660075187683105,0.33911430835723877,1.645669937133789
shear_modulus,65.56433731388687,55.519227745808884,28.87408478226727,28.69293647077754,63.108302452079336,56.40416611785291,58.04814454486577,57.29621076400724,36.41660397208222,57.09119678864692,48.4167652306293,59.31732499877946,55.74917823282554,51.98030099018641,39.67069905168719,47.4955616308452,57.32216653807837,50.81527127594715,46.21445916203344,33.32607089650642,36.70194162956751,59.6335796920902,50.47888357709426,40.36687220528175,46.93476018437396,28.784584858258775,45.50380106828864
fmax,0.0,0.0,0.0,3.701865131459389e-06,1.3306810471369241e-06,1.2387611434007056e-05,0.0958648907122445,0.10868895458887008,0.12902575733239924,0.21288957443060544,0.14675220237632916,0.0,0.2328936308623354,0.5700678229431773,0.4625824095953846,0.2794292539695411,4.78999906800705e-06,0.23223539891840453,0.5905886892390976,0.3514454654503887,0.5794602793864717,15.456587268703155,11.657485427005732,0.3069802025635773,0.22232686420688913,0.05291938040633772,0.2453518987775365
centroid_id,159,20,11,193,42,54,59,91,191,91,81,185,122,23,50,173,24,148,73,132,192,90,148,143,127,61,69
